Schwein_1;224;de.shd.day8.animals.Pig;MALE
Schwein_2;288;de.shd.day8.animals.Pig;MALE
Hund_3;8;de.shd.day8.animals.Dog;FEMALE
Kuh_4;238;de.shd.day8.animals.Cow;MALE
Schaf_5;157;de.shd.day8.animals.Sheep;MALE
Schwein_6;40;de.shd.day8.animals.Pig;MALE
Kuh_7;23;de.shd.day8.animals.Cow;MALE
Schwein_8;91;de.shd.day8.animals.Pig;MALE
Kuh_9;294;de.shd.day8.animals.Cow;FEMALE
Schwein_10;275;de.shd.day8.animals.Pig;MALE
Kuh_11;90;de.shd.day8.animals.Cow;FEMALE
Kuh_12;21;de.shd.day8.animals.Cow;FEMALE
Schwein_13;171;de.shd.day8.animals.Pig;MALE
Schwein_14;70;de.shd.day8.animals.Pig;MALE
Schaf_15;59;de.shd.day8.animals.Sheep;FEMALE
Kuh_16;242;de.shd.day8.animals.Cow;MALE
Hund_17;82;de.shd.day8.animals.Dog;MALE
Schwein_18;34;de.shd.day8.animals.Pig;FEMALE
Schwein_19;296;de.shd.day8.animals.Pig;FEMALE
Kuh_20;299;de.shd.day8.animals.Cow;FEMALE
Hund_21;59;de.shd.day8.animals.Dog;MALE
Schwein_22;28;de.shd.day8.animals.Pig;FEMALE
Schaf_23;137;de.shd.day8.animals.Sheep;FEMALE
Schaf_24;61;de.shd.day8.animals.Sheep;FEMALE
Kuh_25;118;de.shd.day8.animals.Cow;FEMALE
Schaf_26;196;de.shd.day8.animals.Sheep;MALE
Schaf_27;185;de.shd.day8.animals.Sheep;MALE
Hund_28;199;de.shd.day8.animals.Dog;FEMALE
Kuh_29;112;de.shd.day8.animals.Cow;MALE
Hund_30;19;de.shd.day8.animals.Dog;MALE
Schaf_31;33;de.shd.day8.animals.Sheep;FEMALE
Schaf_32;167;de.shd.day8.animals.Sheep;MALE
Schaf_33;9;de.shd.day8.animals.Sheep;FEMALE
Schaf_34;83;de.shd.day8.animals.Sheep;MALE
Schwein_35;68;de.shd.day8.animals.Pig;FEMALE
Schaf_36;151;de.shd.day8.animals.Sheep;MALE
Kuh_37;160;de.shd.day8.animals.Cow;FEMALE
Schaf_38;74;de.shd.day8.animals.Sheep;MALE
Schwein_39;320;de.shd.day8.animals.Pig;MALE
Schwein_40;137;de.shd.day8.animals.Pig;FEMALE
Schwein_41;194;de.shd.day8.animals.Pig;MALE
Schwein_42;155;de.shd.day8.animals.Pig;MALE
Schwein_43;318;de.shd.day8.animals.Pig;MALE
Schwein_44;280;de.shd.day8.animals.Pig;FEMALE
Schaf_45;187;de.shd.day8.animals.Sheep;MALE
Schwein_46;180;de.shd.day8.animals.Pig;MALE
Kuh_47;78;de.shd.day8.animals.Cow;MALE
Schwein_48;193;de.shd.day8.animals.Pig;FEMALE
Kuh_49;223;de.shd.day8.animals.Cow;MALE
Schaf_50;147;de.shd.day8.animals.Sheep;MALE
